Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
2562,6TfBA04WJ3X1d1wXhaCFVT,The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",81,177826,True,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,4,alt-rock
2065,3qmncUJvABe0QDRwMZhbPt,Weezer,90's Music Grandi Successi,Say It Ain't So,2,258825,False,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,4,alt-rock
4980,42KPF7PhUrDkHc3Zdr3Rd5,Lambert,Stay In The Dark,As Ballad,50,293826,False,0.397,0.0496,3,-22.0,1,0.0344,0.981,0.922,0.109,0.174,131.946,4,ambient
9892,4zmRo7Flwb6bzx2J0Yel6Q,Samuel Messias,Planos de Deus,Teu Amanhã Será Melhor que Hoje,43,250961,False,0.28,0.512,0,-6.932,1,0.029,0.347,0.0,0.108,0.494,80.795,1,brazil
3863,5e3YOg6fIkP0wD5TyxcHOH,Living Colour,Vivid (Expanded Edition),Cult of Personality,68,294826,False,0.504,0.918,0,-3.463,1,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,4,alternative
10421,097d4LOjaFAkKdWEbLWLy1,Aphrodite,Aphro Classics 2,Bomber,14,404285,False,0.405,0.988,6,-2.767,0,0.216,0.111,0.798,0.212,0.383,168.005,4,breakbeat
10111,4E3nePvpurweMnt3Wk7Uhj,Orbital,Wonky,Never,20,283866,False,0.64,0.434,0,-10.459,1,0.033,0.14,0.768,0.126,0.766,130.033,4,breakbeat
1567,7l4KRMSrdLkC3M25I7HpoR,Jor'dan Armstrong,CHURCH GIRLS LOVE R&B,EMOTIONS,19,253815,False,0.484,0.572,10,-6.248,0,0.106,0.245,0.0,0.177,0.397,138.342,4,afrobeat
7841,47fG8d2jsHslhGIVvd7TKG,Yonder Mountain String Band,Yonder Mountain String Band,Sidewalk Stars,21,253360,False,0.505,0.525,2,-11.293,1,0.0341,0.0428,0.0458,0.0877,0.192,138.831,4,bluegrass
11138,1D2Iygsy0wXVAZaM1W8ds4,Lianne La Havas,Low-Key Hits,Lost & Found,0,267746,False,0.517,0.349,2,-11.527,0,0.0356,0.818,1.04e-06,0.123,0.142,134.058,4,british
4412,7vbCfkJf89i4s745KbELgr,Ólafur Arnalds;Nils Frahm,Trance Frendz,20:17,58,354988,False,0.359,0.0224,3,-29.089,1,0.039,0.987,0.866,0.111,0.169,107.849,3,ambient
3747,04GunTYlMUoEnc5pwzQANm,Charly García,Rock x siempre,Yendo De La Cama Al Living,0,283760,False,0.659,0.433,7,-9.426,0,0.19,0.368,0.000312,0.13,0.572,80.115,4,alternative
7905,6QbkUhsl7YDaOq0ska3WlN,Della Mae,Dry Town,Dry Town,20,162697,False,0.626,0.569,1,-9.019,0,0.0438,0.243,0.0,0.0959,0.752,99.467,4,bluegrass
1202,5QbdIj9omsOxwpkZXGWDTU,CalledOut Music,Shout to the Lord,Shout to the Lord,38,158000,False,0.599,0.499,11,-14.386,1,0.196,0.105,0.0,0.0986,0.765,159.915,4,afrobeat
10508,2Qgsm22mbVfIRfx9ZRRHKE,The Chemical Brothers,Further,Escape Velocity,40,716985,False,0.575,0.838,10,-5.104,1,0.03,0.0329,0.614,0.643,0.238,139.941,4,breakbeat
11316,2xnOnUqjpmr19BeO8YQxDe,Lorne Balfe,Black Adam (Original Motion Picture Soundtrack),Just Say Shazam,23,250559,False,0.164,0.606,2,-8.459,1,0.0362,0.00103,0.697,0.336,0.0978,88.339,4,british
4486,1QGlEQJkixOXsbijKqNTDB,Nils Frahm,Old Friends New Friends,All Numbers End,50,95942,False,0.324,0.0438,7,-33.04,0,0.0401,0.993,0.937,0.0713,0.307,110.226,4,ambient
258,5MYPzdIWgx3pMLRGlq2fVq,Zack Tabudlo,Asan Ka Na Ba,Asan Ka Na Ba,73,241132,False,0.676,0.768,5,-5.695,0,0.0294,0.149,0.00147,0.345,0.493,105.999,4,acoustic
892,55phpQC9GSHQ7fAagLh4I7,Rail Yard Ghosts,Songs from the Lowdown,Dirty Little Rag,27,219219,False,0.461,0.799,9,-6.565,0,0.139,0.744,0.0,0.433,0.797,167.255,4,acoustic
705,54gjtcoJgDxt7jpnpwSy0o,Yosui Inoue;Tamio Okuda,ダブルドライブ,パラレル・ラブ,28,246786,False,0.656,0.826,4,-3.929,1,0.0323,0.00453,3.65e-06,0.0791,0.894,117.648,4,acoustic
763,7e4Pftu2tzDeY0W0690OKQ,Thomas Daniel,What About Us (Acoustic),What About Us - Acoustic,60,255510,False,0.427,0.229,4,-11.564,1,0.0364,0.935,7.37e-06,0.0958,0.222,125.195,5,acoustic
8494,4cugerDcXpyGDu5RfES1Ag,Lou Rawls,Halloween Hits,Season Of The Witch,1,351160,False,0.627,0.706,2,-9.146,0,0.0353,0.146,5.46e-05,0.113,0.896,88.833,4,blues
991,5WhHTK5wyuY14tiHWuoH4G,Frank Turner,FTHC (Deluxe),Little Life,25,215586,False,0.609,0.693,9,-6.395,1,0.0273,0.000315,0.0,0.3,0.452,119.992,4,acoustic
9355,0xsvPNs9QOjzfbtn0kZE8D,Major RD;Bagua Records;Gooba,Pogba (Remix),Pogba - Remix,47,151347,True,0.778,0.733,8,-4.258,0,0.368,0.0316,0.0,0.113,0.323,178.001,3,brazil
9687,7Gg6RHdXJQeOp7rMChprbT,Cássia Eller,Acústico (Ao Vivo),Vá Morar Com O Diabo - Ao Vivo,44,178399,False,0.662,0.861,9,-7.166,1,0.19,0.701,0.0,0.688,0.814,100.33,4,brazil
5242,2JnTbI3GIlEsmrmyfoWEgX,Kato,Sleep Anime Lofi Beats,Path of the Wind (My Neighbor Totoro),59,72719,False,0.379,0.112,8,-28.689,1,0.0351,0.926,0.854,0.107,0.0988,50.32,3,anime
9861,1ERWvLzhdd5izZrkl59TKj,ConeCrewDiretoria,Com os Neurônios Evoluidos,Falo Nada,43,265754,True,0.789,0.904,6,-3.717,1,0.255,0.153,0.0,0.0701,0.714,95.016,4,brazil
2020,34ldTowcv56E2DqtSaYBjP,The Killers,OO's Music Grandi Successi,When You Were Young,5,220413,False,0.441,0.976,8,-3.09,0,0.147,0.000335,0.0475,0.298,0.248,130.411,4,alt-rock
1446,6ycLgWUCewpOvJfLmwCcBx,Calle 13,Pa'l Norte (Beauty Brain Remix),Pa'l Norte - Beauty Brain Remix,23,266432,False,0.791,0.835,3,-6.807,0,0.0584,0.0223,0.234,0.0506,0.8,140.027,4,afrobeat
5273,1xsExFad0m5ikHaejXZrcA,Yugo Kanno,JOJO'S BIZARRE ADVENTURE -Stardust Crusaders O.S.T [Departure],Stardust Crusaders,57,307893,False,0.272,0.926,5,-6.754,0,0.114,3.13e-05,0.771,0.308,0.24,140.01,4,anime
1864,6mmyRIjtOmYDYxaFRDByfY,J Prince,Unlimited,Blood,17,216442,False,0.85,0.902,9,-5.441,1,0.257,0.13,1.73e-05,0.0867,0.836,127.968,4,afrobeat
8310,0HoxJw3Gt3w4psA1cC3Yn7,Adam Jensen,The Hunter,The Hunter,59,210972,False,0.527,0.762,4,-3.36,0,0.0778,0.222,0.000283,0.0765,0.564,82.464,4,blues
10987,49eiytWhbfWqYJDvJ8cGMX,The Future Sound Of London,Accelerator Deluxe,Papua New Guinea (Blue States Full Length Mix),11,347533,False,0.586,0.771,10,-7.441,0,0.0344,0.0479,0.915,0.271,0.625,99.987,4,breakbeat
5758,4Ybnlh6ZJPqK6Os6QbQL5H,Katsu Hoshi,Only Yesterday Original Soundtrack,Main Theme,56,109000,False,0.295,0.0622,0,-24.878,1,0.0393,0.936,0.89,0.0771,0.046,81.17,4,anime
2038,2cwOhw3d0uIsR4krTsrLwF,The Killers;Ryan Pardey,Rock n Roll Christmas,Don't Shoot Me Santa,0,245106,False,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,4,alt-rock
1788,1PphwDVGRYmR7tGMvdsfo5,The New Mastersounds,The Nashville Session,Burnt Back,19,224095,False,0.537,0.903,9,-6.951,1,0.0503,0.452,0.852,0.126,0.843,111.801,4,afrobeat
9204,13oQ6izsMqA0L0KtsAczT4,ConeCrewDiretoria,Bonde da Madrugada pt. 1,A Boa,48,263288,False,0.839,0.852,4,-5.111,0,0.22,0.287,0.0,0.122,0.743,95.013,4,brazil
4813,6hiPJSPAKqGTjPx1gUlKZS,Lucy Rose,Like I Used To,Be Alright,37,235560,False,0.578,0.162,5,-10.48,1,0.0374,0.74,0.0,0.178,0.195,135.495,4,ambient
5672,4tscsbUMuX7EUZE2m97C6d,Eve,Kaizin,Avant,51,204086,False,0.542,0.793,6,-3.857,1,0.0423,0.00228,0.0,0.129,0.573,93.0,4,anime
289,0x26yM2rrvtoHGRXXzppx3,Takehara Pistol,リョウメンシダ/サンサーラ,サンサーラ,34,331984,False,0.45,0.183,2,-9.003,1,0.0309,0.762,3.41e-06,0.11,0.219,61.192,4,acoustic
8998,1yoMdigYCXY5UrhTbGNEJp,Eric Burdon,Disciples Liberation The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,False,0.673,0.712,11,-7.858,0,0.0273,0.159,0.0,0.183,0.912,113.061,4,blues
7257,2xwnLnJVEKEjlg7QxwWX4T,Kenny Baker,Plays Bill Monroe,Jerusalem Ridge,25,214426,False,0.595,0.393,9,-15.391,0,0.0407,0.828,0.125,0.123,0.716,122.644,4,bluegrass
3003,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,I Love You.,Sweater Weather,93,240400,False,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,alternative
4424,76BHmT2sUm6yjo9TivNRda,Bethel Music;Steffany Gretzinger,Moments: Mighty Sound,Reckless Love (Spontaneous),52,599746,False,0.252,0.462,11,-9.05,1,0.0334,0.0135,0.0,0.104,0.0604,110.243,4,ambient
6743,2O252lbbCXfgM4xkhLrWD9,Toxic Holocaust,Evil Never Dies,Warfare,19,104493,True,0.341,0.976,2,-5.634,1,0.0716,4.35e-06,0.0125,0.141,0.399,105.38,4,black-metal
4186,1vWtTis3VRkkUp8qST4jY5,Abel Korzeniowski,W.E. - Music From The Motion Picture,Dance For Me Wallis,58,188346,False,0.397,0.357,7,-14.694,0,0.0313,0.889,0.907,0.147,0.16,86.043,4,ambient
3944,3NRVfxtC8mYrPoHjKahcng,Los Rodriguez,Música para casa,Dispara,0,159520,False,0.581,0.92,7,-5.535,1,0.0321,0.0659,7.4e-06,0.0964,0.822,102.033,4,alternative
7974,3SPNE0swpYB1NC2N0abXa5,Balsam Range,Papertown,Better Days,19,222320,False,0.511,0.416,9,-9.509,1,0.03,0.834,0.0263,0.149,0.397,82.017,4,bluegrass
11336,3W3YqIHIV3tbAl4rdb9Kep,Lorne Balfe,Black Adam (Original Motion Picture Soundtrack),Legions of Hell,17,136703,False,0.403,0.726,8,-11.184,1,0.0456,0.00446,0.85,0.321,0.053,87.99,4,british
1458,4rEp8rVONwpPNdFyYzRw0H,Limoblaze;Dj Horphuray,Afrobeats Rap and Jesus,Your Love,42,224208,False,0.795,0.719,6,-4.791,1,0.0642,0.115,0.0051,0.0525,0.958,110.02,4,afrobeat
3775,2GJ1xx5ZoeIJYbQKLSpoZ3,Skillet,Victorious,Finish Line,64,206060,False,0.53,0.803,5,-5.031,0,0.0386,0.0545,0.0,0.316,0.565,80.992,4,alternative
2848,5kW4weQet1sxEKE9wJngDJ,Mastodon,Top of the Rock,Teardrinker,0,320507,False,0.457,0.979,5,-3.836,1,0.0485,9.8e-06,0.119,0.123,0.227,127.006,4,alt-rock
2845,4HTnxtdlQv00Nsw5PrsCnt,La 25,Mundo Perfecto,Escombro En La Ciudad,45,246400,False,0.58,0.781,9,-5.311,0,0.104,0.372,0.0,0.148,0.902,190.073,4,alt-rock
6629,5v6QwjQfJKp8VMzvXb9fZc,Djevel,Tanker Som Rir Natten,"Naar maanen formørker solen i en dødelig dans, ber jeg moder jord opp til en siste vals",17,647576,False,0.186,0.941,0,-4.634,1,0.264,3.3e-06,0.628,0.358,0.0354,152.887,3,black-metal
5415,3XXE4ff4za3WsHUTFsNYJd,Kijugo,Hikaru Nara but is it okay if it's lofi?,Hikaru Nara but is it okay if it's lofi?,46,102089,False,0.73,0.408,4,-15.503,0,0.169,0.855,0.948,0.409,0.385,133.976,4,anime
5635,1b4Pmb8XQBkMu0eskds1oF,Kato,Pokémon Vibes,Pokémon Center - Lofi,45,59999,False,0.55,0.172,2,-20.754,1,0.0444,0.813,0.678,0.0886,0.392,88.022,4,anime
3930,5yEIpnRU3WQmAWoOMP8ge9,BJ The Chicago Kid,Autumn Girl,Turnin' Me Up,0,269240,False,0.731,0.79,2,-4.214,1,0.0793,0.0429,0.186,0.0562,0.879,78.506,4,alternative
949,3Z9P9XOLlISMK0MooS8gsN,Get Dead,Honesty Lives Elsewhere,She's a Problem,25,152053,False,0.484,0.953,1,-3.557,1,0.0927,0.000165,0.00155,0.0658,0.667,97.429,4,acoustic
5175,7E5eZ1ZGeqtIPIXIU5NceV,Otaku,Ghibli Lofi,Marco and Gina,62,109216,False,0.733,0.262,8,-16.316,1,0.0627,0.548,0.854,0.102,0.393,75.082,4,anime
411,1wflx5YklLYToaIbXkrZSq,Kina Grannis,Somebody Loved,Somebody Loved,57,153105,False,0.612,0.107,0,-15.867,1,0.0302,0.936,0.0,0.109,0.637,78.393,4,acoustic
793,4psC6LXiY2vMsYAuYETR1C,AJJ,Only God Can Judge Me and More,Darkest Heart,28,122600,True,0.463,0.656,0,-3.078,1,0.0468,0.0845,0.00224,0.16,0.798,176.907,4,acoustic
2293,2AMjuIoFxAYnQ5PWrRceOP,Rob Zombie,Twisted Halloween Hits,Dragula,0,222893,False,0.579,0.978,0,-5.327,0,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,4,alt-rock
2659,738SQjONa0q63yhLxvg3m1,Zayde Wølf,Modern Alchemy,Gladiator,61,188333,False,0.54,0.78,9,-5.872,1,0.0418,0.0263,7.12e-06,0.35,0.514,144.011,4,alt-rock
10892,4qCeR0dVsWlEVZjchI4BIZ,Freestylers;Belle Humble;Demus,Cracks,Cracks - Demus Remix,10,263862,False,0.715,0.626,9,-6.055,0,0.058,0.00677,0.681,0.0479,0.3,128.064,4,breakbeat
6588,1crtYCEopK0zrxSFj0XJGK,Truchło Strzygi,Pora Umierać,Apokaliptyczny Młot (Obliteracja Poprzez Życie),19,306370,True,0.263,0.715,8,-9.528,1,0.0902,0.000425,3.78e-05,0.413,0.241,151.917,4,black-metal
7085,1qYI5TYXjlMD7uJMF6JyYj,Greensky Bluegrass,All Access: Volume Two,I Know You Rider,31,500893,False,0.367,0.733,7,-7.708,1,0.0389,0.674,0.0902,0.807,0.678,119.795,4,bluegrass
7427,36h4Vhscz2JRU5WtZ6RvOu,Michael Cleveland,"Let 'Er Go, Boys!","Dark As The Night, Blue As The Day",22,231493,False,0.63,0.363,9,-7.949,1,0.029,0.678,0.00081,0.104,0.63,108.655,4,bluegrass
6604,2in67HRK0kG1fiCoXJdbYq,Horn,Verzet,Protektor,17,247174,False,0.219,0.788,9,-6.793,1,0.0536,0.000137,0.545,0.0658,0.591,80.118,4,black-metal
11414,5nZVdhUh4Oz9LMQyneMpD5,David Arnold,Casino Royale [International Version],The Name's Bond... James Bond,46,169413,False,0.264,0.57,4,-6.304,0,0.0338,0.21,0.706,0.0783,0.105,136.545,4,british
4786,1j7fq3bwLM63RMFvceb2Fm,Carbon Based Lifeforms,Derelicts,Accede,41,343606,False,0.49,0.524,0,-13.911,1,0.0357,0.729,0.896,0.0803,0.0929,94.986,4,ambient
10805,7aw9aEVnkfyP7rnuILjMaZ,The Prodigy,Invaders Must Die,Run With The Wolves,4,264240,False,0.477,0.953,11,-5.211,0,0.15,0.000455,0.0163,0.198,0.248,165.995,4,breakbeat
1533,4s745NgYuKpZpgcC4SS91y,Brownout;Brown Sabbath;Aaron Behrens,"Brownout Presents Brown Sabbath, Vol. II",Sabbath Bloody Sabbath,19,341765,False,0.332,0.786,1,-8.419,0,0.045,0.00182,0.00185,0.142,0.724,143.4,4,afrobeat
456,6cYx8rBh13laBDAzvD7VrH,Lee DeWyze,Oil & Water,Same For You,45,217373,False,0.635,0.433,11,-7.682,0,0.029,0.86,0.43,0.0877,0.489,130.111,4,acoustic
11120,389QX9Q1eUOEZ19vtzzI9O,The Beatles,The Beatles (Remastered),While My Guitar Gently Weeps - Remastered 2009,70,285000,False,0.453,0.654,4,-8.855,0,0.0317,0.0205,0.00395,0.172,0.702,115.0,4,british
6256,0o5ybOU1GM8gnVDrvYc5ze,Manes,Be All End All,A Deathpact Most Imminent,19,308667,False,0.586,0.605,11,-12.281,0,0.0279,0.0199,0.791,0.0874,0.215,110.026,4,black-metal
7268,2EqxQ03Qo0oNnD2VPkYiSp,Ralph Stanley,Ralph Stanley & The Clinch Mountain Boys 1971-1973,Gloryland,25,161386,False,0.335,0.0617,5,-14.874,1,0.0345,0.98,0.000433,0.139,0.238,168.675,5,bluegrass
9190,0eda3exx6ThiQBVQ5q52iP,Padre Fábio De Melo,Vida,Humano Amor de Deus,48,283666,False,0.546,0.339,6,-13.463,1,0.0323,0.657,0.0,0.105,0.441,133.872,4,brazil
2237,1zKsMKyoroSE4Pw41NJREK,No Doubt;Bounty Killer,OO's Music Grandi Successi,Hey Baby,0,207040,False,0.705,0.871,11,-3.557,0,0.123,0.0618,0.0,0.226,0.749,93.625,4,alt-rock
6040,7l04WFDhxrgYoiUgiaTL1r,Kanonenfieber,Menschenmühle,Ins Niemandsland,28,260933,False,0.532,0.926,7,-8.869,1,0.0949,0.000892,0.384,0.351,0.213,134.069,4,black-metal
1253,7DFA3k0QQtvAkItuNAwKh4,Monophonics;Kelly Finnigan,It's Only Us,Last One Standing,53,436840,False,0.588,0.576,6,-6.945,0,0.0367,0.218,0.0357,0.172,0.66,129.155,4,afrobeat
1314,3HgPOHHJWnMfv1Zw27Jh2V,The Poets Of Rhythm,Practice What You Preach,More Mess on My Thing,57,252000,False,0.542,0.869,0,-6.18,1,0.0954,0.225,0.891,0.0453,0.962,190.509,4,afrobeat
3880,4gjjo6scn1yHFfmpWZLtI0,Holly Humberstone,HÖST,London Is Lonely,1,234760,False,0.482,0.43,10,-7.224,1,0.0481,0.763,2.79e-06,0.344,0.113,143.23,4,alternative
1060,3qdalnFVTJdRheIRZyuNmP,BaianaSystem;Buguinha Dub;Curumin;Edgar,Futuro Dub,Sonar (Adubado),34,174538,False,0.694,0.82,4,-7.885,0,0.048,0.113,0.897,0.147,0.588,99.922,4,afrobeat
9025,3WtdWGFcbmVi2uKMcT4KZ2,Detonautas Roque Clube,Detonautas Acústico,Outro Lugar,54,236973,False,0.616,0.833,2,-7.932,1,0.0323,0.0392,9.77e-05,0.801,0.553,104.043,4,brazil
2884,5Tx2VlERdaXscX7dh0Wteo,Las Pastillas del Abuelo,Versiones,Cerveza,45,240560,False,0.622,0.554,4,-9.906,1,0.026,0.169,0.000665,0.134,0.565,149.95,4,alt-rock
2047,2vU6bm5hVF2idVknGzqyPL,The Offspring,Alternative Christmas 2022,Christmas (Baby Please Come Home),0,187355,False,0.437,0.878,0,-4.687,1,0.0452,0.0112,0.0,0.126,0.623,128.043,4,alt-rock
10072,6AyXbkn4cwrErFIMbRBRDs,Propellerheads,Spybreak! (Blue),Spybreak! - Short One,45,244400,False,0.559,0.931,1,-8.627,1,0.0462,7.13e-06,0.849,0.179,0.49,127.827,4,breakbeat
1806,4I6a6PjNI9RGVt402sTeqh,Becca Folkes,In My Own Words,He Turned It,17,243408,False,0.663,0.872,0,-5.162,1,0.0692,0.0221,8.37e-05,0.0806,0.585,97.0,4,afrobeat
3456,2bDENJyfbxj0neGiXUFvIX,Welshly Arms,No Place Is Home,Legendary,66,232173,False,0.537,0.656,11,-5.863,0,0.0411,0.0458,2.54e-06,0.112,0.45,141.873,4,alternative
3129,0PSKFp3zoNmJzDsOHeLV6l,The Smashing Pumpkins,Alternative Christmas 2022,Christmastime,0,196723,False,0.165,0.434,0,-8.163,1,0.0288,0.316,0.171,0.213,0.186,77.983,3,alternative
10052,3Bh7XsEU3ITiT5t1tefc04,The Prodigy,No Tourists,Timebomb Zone,11,204914,False,0.524,0.898,7,-6.543,1,0.0409,0.000328,0.796,0.102,0.229,130.016,4,breakbeat
8851,4ehkZtzPTbjsRULRfQSWYu,Leon Bridges;John Mayer,Inside Friend (feat. John Mayer),Inside Friend (feat. John Mayer),58,175432,False,0.693,0.259,1,-7.918,1,0.0372,0.448,0.000135,0.0995,0.361,88.972,4,blues
6113,1fyADQZzxd77Of2PjB4n7c,Ihsahn,Das Seelenbrechen,Pulse,43,293760,False,0.509,0.474,6,-10.7,0,0.0295,0.0227,0.72,0.128,0.0988,142.008,4,black-metal
11122,2eB7JqIY4hTTSz31h6bjwR,DragonForce,Inhuman Rampage,Through The Fire And Flames,67,439120,False,0.153,0.953,0,-4.74,0,0.122,0.00152,0.0062,0.366,0.14,199.892,4,british
1359,5pm9QJLqinadjJD5vXpn2q,Ali Farka Touré,Talking Timbuktu (with Ry Cooder),Soukora (with Ry Cooder),12,365173,False,0.431,0.328,3,-17.312,1,0.0327,0.503,0.00107,0.347,0.695,90.316,4,afrobeat
3593,6OsIb7RKndyPBew3traCr8,The Knocks;Rivers Cuomo;Royal & the Serpent,All Out Alternative,Sound the Alarm,0,171587,False,0.688,0.788,5,-3.064,0,0.0436,0.0164,0.000306,0.541,0.774,101.006,4,alternative
5928,6e5GvWg3K0qdhx3y9Si2mn,ドリーミング,それいけ!アンパンマン ベストヒット'13,ドレミファアンパンマン,33,213000,False,0.802,0.678,0,-4.893,1,0.0307,0.448,2.64e-05,0.273,0.966,125.007,4,anime
6381,1IzmsrIxby0W5NwpOhkIgv,Winds of Plague,Against the World,Built for War,20,221213,False,0.218,0.892,0,-6.62,1,0.0998,4.58e-05,0.94,0.551,0.18,150.1,4,black-metal
9681,2cgCsP1m4K4tilrfRw9nM3,Cassiane,Não Posso Desistir,Não Posso Desistir,44,216918,False,0.601,0.541,5,-7.023,1,0.0422,0.319,0.0,0.173,0.348,128.942,4,brazil
1717,0bIcfdH8VWCXcR0KNjDRF2,Chief Checker,Nigeria 70 - Lagos Jump,Africa Irie,17,342013,False,0.745,0.587,9,-8.101,0,0.163,0.0329,0.273,0.0922,0.86,131.977,4,afrobeat
2569,7dZq3hxakgytMDpxK0QNhR,Charlie Brown Jr.,Acústico (Ao Vivo),Tudo Que Ela Gosta De Escutar - Ao Vivo,48,190960,False,0.513,0.89,5,-5.253,0,0.0728,0.0319,0.00108,0.687,0.73,122.698,4,alt-rock
11368,1gW1dNh3fFa3n9Olk9Hl0Z,Lorne Balfe,Black Adam (Original Motion Picture Soundtrack),Slave Champion,17,87061,False,0.173,0.516,2,-11.756,1,0.0781,0.0978,0.967,0.119,0.0641,137.724,4,british
597,02FzDPhxAoCZp6Fz4GzMmL,Days N Daze,Show Me the Blueprints.,Goodbye Lulu Pt.2,30,381910,False,0.389,0.864,9,-3.218,1,0.117,0.0362,6.31e-06,0.193,0.548,98.11,3,acoustic
971,7KqahQEtWTG2xPKE4Kriad,Masaharu Fukuyama,伝言,追憶の雨の中 (Original Version),27,238866,False,0.345,0.919,2,-8.154,1,0.0751,0.189,0.0,0.17,0.407,174.147,4,acoustic
150,6IF2P93LkyW4GqDQu1yS7H,Susie Suh;Robot Koch,Here with Me,Here with Me,55,238971,False,0.582,0.375,1,-13.277,0,0.0329,0.702,0.0631,0.136,0.106,129.909,4,acoustic
4910,1LlEw7wp9AOX0ZkgoOEMxd,Balmorhea,Rivers Arms,The Winter,48,351186,False,0.254,0.246,2,-14.722,0,0.0384,0.985,0.882,0.0983,0.12,201.608,4,ambient
9478,6Uk9E5Ps5FvtYDpmjZ4EeI,Pitty,(Des) Concerto Ao Vivo,Pulsos - Ao Vivo,47,280093,False,0.454,0.851,0,-5.436,1,0.054,0.153,3.49e-06,0.877,0.126,125.05,4,brazil
3900,3jVtllWS5CFFWLQng8sKsr,Tinashe;ScHoolboy Q,Aquarius,2 On (feat. ScHoolboy Q),72,227000,True,0.742,0.595,9,-7.51,1,0.107,0.15,0.0,0.111,0.431,101.013,4,alternative
10981,5IowhXnpsOYkWUvyrjKThb,Apollo 440,Gettin' High On Your Own Supply,The Machine In The Ghost - Instrumental Version,10,402733,False,0.554,0.785,4,-7.035,0,0.0502,0.22,0.368,0.101,0.152,144.868,4,breakbeat
9468,52UwxcBnQeWh4HeMngkuVs,Colo de Deus,Casa,Casa,45,299159,False,0.515,0.464,0,-12.191,1,0.0282,0.819,0.0,0.0936,0.3,139.935,3,brazil
79,7BXW1QCg56yzEBV8pW8pah,Jason Mraz,Know.,Have It All,65,226106,False,0.643,0.638,1,-4.947,0,0.0407,0.204,0.0,0.0707,0.6,82.001,4,acoustic
10854,4RIQpVKnO0LBuqBsee9PJs,Noisia;Black Sun Empire,Closer,Caps Lock,31,280667,False,0.391,0.866,5,-3.25,0,0.148,0.000236,0.726,0.115,0.0836,86.001,4,breakbeat
52,2DHDuADAHoUW6n0z80RLQF,Andrew Belle,Black Bear,Pieces,60,241119,False,0.494,0.652,6,-5.863,0,0.0314,0.0754,0.00256,0.125,0.298,137.018,4,acoustic
4129,3lSOZb5rruEnFbe9xWELF6,Fabrizio Paterlini,Fragments Found,Rue des trois frères,65,111442,False,0.348,0.169,1,-18.45,1,0.0413,0.959,0.889,0.1,0.107,138.877,3,ambient
866,5JYT9U8oafWV5JtTa7hG09,Caj Morgan,Acustic Covers of Popular Songs,The Nights - Acoustic,46,118878,False,0.768,0.331,6,-6.687,1,0.0292,0.576,0.0,0.216,0.663,107.044,4,acoustic
4608,0F78AWB4E53yOvldzqhgBK,Mike Lazarev,Unhinged,Unhinged,54,124589,False,0.494,0.0345,4,-19.24,0,0.0374,0.985,0.952,0.223,0.192,70.907,4,ambient
2780,7IWbx6SKa1HzTdw9wuxUfc,Michael W. Smith,Santa's Christmas List,Happy Holiday / Holiday Season - Medley,0,186760,False,0.339,0.67,5,-4.587,1,0.0405,0.511,0.0,0.208,0.494,147.844,4,alt-rock
5160,640GYv0XyB1r9QsylKGFOi,Kijugo,Unravel but is it okay if it's lofi?,Unravel but is it okay if it's lofi?,50,155000,False,0.751,0.258,7,-14.304,0,0.126,0.123,0.152,0.196,0.51,60.012,4,anime
1124,3irY15zmv8TmHe8leleLbN,Samuca e a Selva,Madurar,Madurar,30,241322,False,0.716,0.713,0,-6.294,0,0.0289,0.41,0.00067,0.153,0.896,119.957,4,afrobeat
2757,5UYYQuk6SjY3S892UuLXE3,Zayde Wølf,Rare Breed,Heroes,59,222413,False,0.516,0.714,5,-4.529,0,0.0391,0.257,0.0,0.0683,0.312,86.926,4,alt-rock
1336,7ACrwbWJLys1l6U4zVgcem,Criolo,Espiral de Ilusão - Deluxe Edition,Calçada,22,206760,False,0.815,0.768,5,-5.136,1,0.091,0.731,0.0,0.0877,0.76,111.077,4,afrobeat
11152,0qprlw0jfsW4H9cG0FFE0Z,Michael Kiwanuka,Love & Hate,Cold Little Heart,65,597600,False,0.489,0.404,8,-7.815,1,0.0261,0.487,0.0485,0.14,0.153,108.01,4,british
7636,3d7i3jKVPe6zd5Bb0CDE5T,Tim O'Brien;Darrell Scott,Real Time,With A Memory Like Mine,22,251586,False,0.481,0.547,7,-8.763,0,0.0321,0.664,1.37e-05,0.131,0.751,138.953,4,bluegrass
3439,0S51NLrTscfLemwPv2rjNv,No Doubt,Hits Pop Rock 90's,Just A Girl,1,205946,False,0.635,0.937,2,-2.86,1,0.0452,0.0735,6.95e-05,0.134,0.78,108.003,4,alternative
